,host_response_time,host_response_rate,host_is_superhost,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,minimum_nights,availability_30,number_of_reviews,instant_bookable,cancellation_policy,wifi,tv,ac,kitchen,hair_dryer,free_park
21892,1,1.0,0,1,1,1,6,1.0,2.0,4.0,1,300,2,9,11,0,2,1,1,1,1,1,0
21893,2,1.0,0,1,1,2,2,1.0,1.0,1.0,1,69,2,9,135,0,2,1,1,1,1,0,0
21894,2,1.0,0,1,1,2,2,1.0,1.0,1.0,1,65,5,8,23,0,2,1,0,1,1,1,0
21896,1,1.0,1,1,1,2,2,0.0,1.0,1.0,1,85,2,0,40,0,2,1,0,1,1,0,0
21897,1,1.0,0,1,1,2,2,1.0,1.0,1.0,1,115,2,17,0,0,2,1,1,1,1,0,0
21899,2,1.0,0,0,1,2,2,1.0,1.0,1.0,1,118,4,7,1,0,2,1,1,1,1,0,0
21900,2,1.0,0,1,1,2,1,1.0,1.0,1.0,1,90,3,30,1,0,2,1,1,1,1,0,0
21901,1,1.0,0,0,1,2,1,1.0,1.0,1.0,1,60,2,26,1,0,3,1,0,1,1,1,0
21902,2,1.0,0,1,1,2,1,1.0,1.0,1.0,1,70,15,0,2,0,1,1,1,1,1,1,0
21903,1,1.0,0,0,1,2,3,2.0,1.0,3.0,1,64,1,13,0,1,3,1,1,1,1,0,0
21905,2,1.0,0,1,1,2,2,1.0,1.0,1.0,1,99,3,0,0,0,1,1,1,1,1,0,0
21907,4,0.33,0,1,1,3,2,1.0,1.0,1.0,1,65,5,0,0,1,3,1,1,0,1,1,1
21908,1,1.0,0,1,1,1,4,1.0,1.0,2.0,1,110,3,5,0,1,1,0,1,1,1,1,0
21909,3,0.7,0,1,1,1,6,1.0,1.0,3.0,1,155,3,5,4,0,3,1,1,1,1,1,0
21911,1,1.0,0,1,1,2,1,1.0,1.0,1.0,1,66,5,2,38,0,2,0,0,0,1,0,0
21912,1,0.67,0,1,1,3,2,1.0,1.0,1.0,1,45,1,24,38,0,2,1,1,1,1,1,1
21913,1,1.0,0,1,1,1,5,1.0,2.0,4.0,1,180,3,7,2,1,2,1,1,1,1,0,1
21915,1,0.86,0,0,1,1,7,1.0,2.0,3.0,1,355,4,29,0,0,2,1,1,1,1,1,0
21916,1,0.86,0,1,1,1,5,2.0,2.0,2.0,1,325,4,30,2,0,2,1,1,1,1,1,0
21917,1,1.0,0,1,1,2,2,1.0,1.0,1.0,1,50,5,0,9,1,3,1,0,0,1,1,0
21918,1,1.0,0,1,1,2,2,1.0,1.0,2.0,1,90,1,1,1,0,2,1,1,1,1,0,0
21919,1,0.95,0,1,1,1,4,1.0,1.0,3.0,1,125,2,2,107,1,1,1,1,1,1,1,1
21921,2,1.0,0,0,1,2,3,1.0,2.0,3.0,1,85,5,18,3,0,1,1,1,1,1,1,0
21922,2,1.0,1,1,1,2,3,1.0,1.0,1.0,2,70,1,0,4,0,2,1,1,1,1,0,0
21924,3,1.0,0,1,1,3,2,1.0,1.0,2.0,1,110,1,0,5,0,3,1,1,0,1,0,0
21925,1,1.0,0,1,1,1,2,1.0,1.0,1.0,1,100,2,0,22,1,1,1,1,1,1,1,0
21926,1,1.0,1,1,1,2,3,1.0,1.0,1.0,1,88,2,2,87,1,2,1,1,1,1,1,0
21927,2,1.0,0,1,1,2,2,1.0,1.0,1.0,1,65,1,1,51,0,2,1,0,0,1,0,0
21928,3,0.9,0,1,1,1,8,1.0,3.0,3.0,1,300,1,1,14,0,2,1,1,1,1,1,0
21929,3,1.0,0,1,1,1,2,1.0,1.0,1.0,1,98,8,2,29,1,2,1,0,1,1,0,0
21930,2,1.0,0,1,1,2,1,1.0,1.0,1.0,1,35,2,1,146,0,2,1,1,1,1,1,0
21931,1,1.0,0,1,1,2,2,1.0,1.0,1.0,1,45,2,15,4,0,2,1,1,0,1,1,0
21934,1,1.0,0,1,1,1,5,1.0,2.0,2.0,1,150,2,4,27,1,1,1,1,1,1,0,0
21935,1,1.0,0,1,1,2,2,2.0,1.0,1.0,1,80,2,4,13,1,2,1,1,1,1,1,0
21938,1,1.0,0,1,1,1,5,1.0,1.0,4.0,1,175,3,2,20,1,2,1,1,1,1,1,0
21939,1,1.0,0,1,1,1,12,1.5,3.0,9.0,1,480,2,8,153,1,1,1,1,1,1,1,1
21942,1,1.0,0,0,1,1,2,1.0,1.0,1.0,1,100,2,0,6,0,3,1,1,1,1,1,0
21943,1,1.0,0,1,1,1,4,1.0,1.0,2.0,1,185,3,2,5,1,2,1,1,1,1,1,0
21944,1,1.0,0,1,1,2,4,1.0,1.0,1.0,1,115,2,6,8,1,2,1,1,1,1,1,0
21945,1,1.0,0,1,1,2,4,1.5,2.0,2.0,1,120,2,10,14,0,1,1,1,1,1,0,0
21947,1,1.0,0,1,1,2,3,2.0,1.0,2.0,1,50,1,3,63,0,2,1,0,1,1,1,0
21949,1,1.0,0,1,1,2,4,1.0,1.0,1.0,1,57,1,0,0,1,2,1,0,0,1,0,1
21953,2,1.0,0,1,1,2,2,1.0,1.0,1.0,1,75,2,0,24,1,2,1,0,0,1,1,0
21956,2,1.0,0,1,3,2,2,1.0,1.0,1.0,1,90,1,0,0,0,3,1,0,1,1,1,0
21957,1,1.0,0,0,1,2,3,1.0,1.0,1.0,1,65,1,15,6,0,2,1,0,1,1,0,0
21959,1,1.0,0,1,1,2,1,1.0,1.0,1.0,1,75,3,8,15,0,3,1,1,1,1,1,0
21960,1,1.0,0,0,1,1,3,1.0,1.0,1.0,1,95,3,2,19,1,3,1,1,1,1,1,0
21962,2,1.0,0,1,1,2,2,1.0,1.0,1.0,1,75,3,0,13,0,2,1,0,0,1,0,0
21963,3,0.8,0,1,1,2,2,1.0,1.0,1.0,1,60,4,0,15,0,1,1,1,0,1,1,0
21964,1,0.9,0,1,1,1,6,1.0,2.0,3.0,1,149,1,13,18,1,2,1,1,1,1,0,0
21965,1,1.0,0,1,1,1,8,1.0,2.0,4.0,1,315,2,7,60,1,2,1,1,1,1,1,0
21966,1,1.0,0,1,1,2,1,1.0,1.0,1.0,1,50,1,0,0,1,3,1,1,0,1,0,0
21967,2,1.0,0,1,1,2,2,1.0,1.0,1.0,1,75,2,0,9,0,2,1,0,1,1,0,0
21969,2,1.0,0,1,1,2,1,1.5,1.0,1.0,2,110,5,28,0,0,3,1,1,1,1,1,0
21971,1,0.97,0,0,1,2,2,1.0,2.0,1.0,1,50,1,6,4,1,3,0,0,0,0,1,0
21972,1,1.0,0,1,1,1,3,1.0,2.0,2.0,1,140,2,6,9,0,2,1,1,1,1,1,0
21973,1,1.0,0,1,1,2,7,1.5,2.0,5.0,1,87,2,19,22,1,2,1,1,1,1,1,0
21974,2,0.89,0,1,1,2,2,1.0,1.0,1.0,1,85,2,9,97,0,2,1,1,1,1,0,0
21975,2,1.0,0,1,1,2,2,0.5,1.0,1.0,1,69,1,17,0,0,2,1,1,1,1,1,0
21976,1,1.0,0,1,1,1,2,1.0,1.0,1.0,1,171,30,0,10,0,1,1,1,0,1,1,1
21977,2,1.0,1,1,1,3,3,1.0,1.0,1.0,2,97,4,8,77,0,2,1,0,1,1,1,0
21978,2,0.93,0,1,1,2,2,1.0,1.0,1.0,1,85,2,7,51,0,3,1,0,0,0,0,0
21979,1,1.0,0,1,1,2,2,1.0,1.0,2.0,1,75,2,0,3,1,1,1,0,0,1,1,0
21980,2,0.93,0,1,1,2,2,1.0,1.0,1.0,1,95,5,7,127,0,3,1,0,1,1,0,0
21981,1,1.0,0,1,1,2,1,1.5,1.0,1.0,1,70,2,12,15,1,3,1,0,1,1,0,0
21982,2,1.0,0,1,1,2,2,1.0,1.0,1.0,1,80,2,0,2,0,2,1,1,1,1,0,0
21983,1,1.0,1,0,1,2,2,1.0,1.0,1.0,1,85,4,0,33,1,1,1,1,1,1,0,0
21984,2,1.0,0,1,1,2,1,1.0,1.0,1.0,1,90,2,10,2,0,1,1,0,0,1,0,0
21985,1,1.0,0,1,1,1,2,1.0,1.0,1.0,1,80,3,1,0,0,2,1,1,1,1,0,0
21986,3,0.9,0,1,1,1,2,1.0,1.0,1.0,1,130,4,0,5,0,1,1,1,1,1,1,0
21987,1,1.0,0,0,1,2,2,1.0,1.0,1.0,1,55,1,0,5,0,1,1,0,0,1,0,0
21989,3,0.67,0,1,1,2,2,1.0,1.0,1.0,1,50,10,30,46,0,2,1,0,0,1,1,0
21990,1,1.0,0,0,1,2,2,1.0,1.0,1.0,1,65,3,0,13,0,1,1,0,1,1,1,0
21992,2,1.0,0,0,1,1,3,1.0,2.0,2.0,1,160,6,0,4,0,2,1,1,1,1,1,0
21993,1,1.0,0,1,1,1,4,1.0,2.0,2.0,1,199,3,3,88,1,2,1,1,1,1,1,0
21995,1,1.0,1,1,1,2,2,1.0,1.0,1.0,1,85,3,4,18,0,2,1,1,1,1,1,0
21996,1,1.0,0,1,1,1,10,1.0,3.0,3.0,1,200,1,13,13,1,2,1,1,1,0,1,0
21998,3,1.0,0,1,1,1,5,1.0,3.0,3.0,1,200,1,0,0,0,1,1,1,1,1,1,0
21999,3,0.82,1,0,1,2,4,1.0,1.0,1.0,1,110,2,17,25,0,2,1,1,1,1,0,0
22002,1,1.0,0,1,1,2,2,1.0,1.0,1.0,1,70,7,1,2,0,1,1,1,1,1,0,0
22003,1,1.0,0,0,1,2,2,1.0,1.0,1.0,1,70,1,1,5,1,2,1,1,1,0,1,0
22005,1,1.0,0,1,1,1,5,1.0,1.0,1.0,1,169,2,0,5,0,1,1,1,1,1,0,0
22006,2,1.0,0,1,1,1,4,1.0,1.0,2.0,1,280,2,0,3,0,1,1,1,1,1,1,0
22010,2,1.0,0,1,1,2,2,1.5,1.0,1.0,1,170,1,29,17,0,2,1,1,1,1,1,0
22012,2,1.0,0,1,1,1,10,1.0,2.0,6.0,1,350,30,7,6,0,2,1,1,1,1,0,1
22013,2,1.0,0,1,1,1,2,1.0,1.0,1.0,1,112,7,0,18,1,2,1,0,0,1,0,0
22014,1,1.0,0,1,1,1,4,1.0,1.0,2.0,1,150,2,14,15,1,2,1,1,1,1,0,0
22018,2,1.0,0,0,1,2,2,1.0,1.0,1.0,1,100,1,12,0,1,1,1,1,1,1,1,0
22019,3,0.86,0,0,1,2,2,1.0,1.0,1.0,1,65,2,0,5,1,3,1,0,1,1,0,0
22021,2,1.0,0,1,1,1,9,1.0,2.0,3.0,1,350,30,5,8,0,2,1,1,1,1,0,1
22024,3,0.88,0,1,1,2,2,1.0,1.0,1.0,1,50,3,17,1,0,3,1,0,1,1,1,0
22025,2,1.0,1,1,1,2,2,1.0,1.0,1.0,1,73,2,0,50,0,2,1,1,1,1,1,0
22026,1,1.0,0,0,1,2,2,1.0,1.0,1.0,1,110,3,21,0,0,1,1,0,1,1,1,0
22028,2,1.0,0,1,1,2,2,1.0,1.0,1.0,1,107,2,10,58,0,2,1,1,1,1,1,0
22029,3,0.7,0,1,1,2,3,1.0,1.0,1.0,1,80,7,29,0,0,3,1,1,0,1,0,0
22030,3,1.0,1,0,1,2,2,1.0,1.0,1.0,1,95,3,1,37,0,1,1,0,1,1,1,0
22032,1,1.0,0,0,1,2,1,2.0,1.0,1.0,1,50,4,0,1,0,3,1,1,1,1,0,1
22033,2,1.0,0,1,1,2,1,1.0,1.0,1.0,1,51,4,0,12,0,1,1,1,0,1,1,0
22034,1,1.0,0,1,1,1,6,1.0,3.0,3.0,1,85,1,8,86,0,2,1,1,1,1,1,0
22036,2,1.0,1,1,1,2,1,1.0,1.0,1.0,1,82,1,1,0,0,1,1,1,1,1,1,0
22038,1,1.0,0,1,1,3,2,1.0,1.0,1.0,2,42,2,0,1,1,3,1,0,0,0,0,0
22039,1,0.9,0,1,1,1,8,2.0,4.0,7.0,1,450,1,18,30,1,2,1,0,1,1,1,0
22041,3,1.0,0,1,1,1,3,1.0,0.0,2.0,1,115,5,0,0,1,3,0,0,1,1,0,0
22042,4,0.5,0,1,1,1,3,1.0,1.0,1.0,1,109,10,0,13,0,1,1,1,1,1,1,0
22043,1,1.0,0,0,1,2,3,1.0,1.0,2.0,1,50,1,12,54,1,2,1,0,1,1,1,0
22046,1,1.0,0,1,1,3,1,1.0,1.0,1.0,1,20,1,30,2,1,3,1,0,0,0,0,0
22047,1,1.0,0,1,1,2,2,1.0,1.0,1.0,1,50,15,12,0,1,3,1,0,0,1,0,0
22049,1,0.9,1,0,1,1,4,1.0,1.0,2.0,1,120,2,7,33,0,2,1,1,1,1,1,1
22050,1,1.0,0,1,1,2,2,1.0,1.0,2.0,1,70,3,17,13,1,2,1,1,1,1,1,0
22051,1,1.0,0,1,1,2,4,1.0,2.0,3.0,1,115,2,3,4,0,2,1,1,1,1,1,1
22053,1,1.0,0,1,1,2,1,1.0,1.0,1.0,1,100,1,13,3,1,2,1,0,0,1,1,0
22054,2,1.0,1,0,1,1,6,1.0,3.0,3.0,1,135,1,3,36,0,1,1,1,1,1,1,0
22055,3,1.0,0,1,1,1,2,1.0,2.0,2.0,1,129,31,0,4,1,2,1,1,1,1,1,0
22056,2,1.0,0,1,1,2,2,1.0,1.0,1.0,1,80,1,0,2,0,3,1,1,1,1,0,0
22057,1,1.0,0,0,1,2,2,1.0,1.0,1.0,1,69,2,7,35,0,2,1,1,1,1,0,0
22058,3,1.0,0,0,1,2,2,1.0,2.0,1.0,1,110,3,28,0,0,2,1,1,1,1,0,1
22059,2,1.0,0,1,1,2,2,1.0,1.0,1.0,1,89,1,16,56,1,1,1,0,0,1,1,1
22060,3,1.0,0,1,1,1,3,1.0,0.0,3.0,1,125,7,5,1,0,3,1,1,1,1,1,0
22062,1,1.0,0,0,1,2,2,1.0,0.0,1.0,1,97,3,8,7,0,2,1,0,1,1,1,0
22063,1,1.0,0,1,1,1,3,1.0,1.0,1.0,1,155,3,17,15,1,2,1,1,1,1,0,0
22064,1,1.0,0,0,1,2,2,2.0,1.0,2.0,1,80,2,13,27,0,2,1,1,1,1,1,1
22065,3,0.8,0,1,1,2,2,2.0,1.0,1.0,1,57,3,14,4,0,1,1,1,0,1,0,0
22066,2,1.0,0,1,1,2,2,1.0,1.0,1.0,1,75,1,0,10,1,2,0,0,1,1,0,0
22067,2,0.9,0,1,1,2,4,1.0,1.0,2.0,1,100,1,2,11,1,2,1,1,1,1,1,1
22068,3,0.7,0,1,1,2,1,1.0,1.0,1.0,1,50,2,20,16,0,3,1,1,1,1,0,0
22069,1,1.0,1,1,1,3,3,1.0,1.0,1.0,2,90,1,19,14,0,2,1,1,1,1,0,0
22070,3,1.0,0,1,1,2,2,1.0,1.0,1.0,1,59,2,0,24,0,2,1,1,1,1,0,0
22071,1,1.0,1,1,1,2,2,1.0,1.0,1.0,1,49,2,4,30,1,1,1,1,0,1,0,0
22072,1,1.0,0,1,1,1,2,1.0,0.0,1.0,1,135,3,4,135,0,1,1,1,1,1,1,0
22074,2,1.0,0,1,1,2,2,1.0,1.0,1.0,1,120,2,0,11,0,3,1,1,0,0,1,0
22076,1,1.0,0,1,1,2,2,1.0,1.0,1.0,1,85,1,0,12,0,3,1,1,1,1,0,0
22077,3,1.0,0,1,1,2,2,1.0,1.0,1.0,1,55,1,0,2,0,3,1,1,1,0,1,0
22078,1,1.0,0,1,1,1,4,1.0,1.0,2.0,1,133,3,1,273,0,1,1,1,1,1,1,0
22079,1,1.0,0,1,1,1,4,1.0,1.0,2.0,1,150,2,0,3,0,3,1,1,1,1,0,0
22082,1,1.0,0,1,1,1,3,1.0,1.0,1.0,1,150,4,0,43,0,1,1,1,1,1,1,0
22084,1,1.0,0,1,1,1,5,1.0,2.0,2.0,1,128,6,1,135,1,1,1,0,0,1,1,0
22085,3,1.0,0,1,1,1,4,1.0,2.0,3.0,1,210,7,22,3,0,2,1,0,0,1,0,0
22089,2,1.0,1,1,1,1,5,1.0,2.0,2.0,1,425,1,28,1,0,2,1,1,1,1,0,0
22090,2,1.0,1,1,1,1,5,1.0,2.0,2.0,1,275,2,29,2,0,2,1,1,1,1,1,0
22091,1,1.0,0,0,1,2,2,1.0,1.0,1.0,1,65,2,0,8,1,3,1,1,0,1,0,0
22093,1,1.0,0,1,1,2,2,1.0,1.0,2.0,1,87,2,15,16,0,2,1,1,0,0,0,1
22094,3,1.0,0,1,1,3,4,1.0,1.0,2.0,1,110,1,0,3,0,3,1,1,1,1,1,0
22095,1,0.99,0,1,1,2,5,1.0,1.0,2.0,1,50,1,11,45,1,2,1,0,1,1,1,0
22096,2,1.0,0,1,1,1,4,1.0,2.0,2.0,1,150,30,0,6,0,2,1,0,1,1,1,0
22097,2,1.0,0,1,1,1,5,1.5,2.0,3.0,1,176,30,0,61,0,2,1,1,1,1,1,0
22099,2,0.8,0,1,1,2,2,1.0,1.0,1.0,1,62,2,0,11,0,2,1,1,1,1,0,0
22101,2,1.0,0,1,1,2,1,1.5,1.0,1.0,1,90,15,0,0,1,3,1,0,1,0,0,0
22102,1,1.0,1,1,1,2,2,1.0,1.0,1.0,1,99,2,5,158,0,2,1,1,1,1,0,0
22105,3,1.0,0,1,1,2,2,1.0,1.0,1.0,1,60,3,2,69,0,2,1,1,0,1,0,0
22106,2,1.0,0,1,1,1,7,3.5,4.0,6.0,1,200,15,0,0,0,3,1,1,0,1,1,0
22108,1,1.0,0,1,1,1,2,1.0,1.0,1.0,1,85,3,0,0,0,2,1,1,1,1,1,0
22109,1,1.0,0,1,1,2,2,1.0,1.0,1.0,1,50,1,0,2,0,3,1,1,1,1,1,0
22110,2,0.83,0,1,1,2,1,1.0,1.0,1.0,2,35,1,0,5,1,1,1,0,1,1,0,0
22111,3,1.0,0,1,1,1,4,1.0,1.0,1.0,1,145,3,1,46,0,1,1,1,0,1,1,0
22113,1,1.0,0,1,1,1,4,1.0,1.0,3.0,1,180,1,18,0,1,2,1,1,1,1,1,0
22114,2,0.9,0,1,1,1,4,1.0,1.0,2.0,1,125,1,0,26,0,1,1,1,1,1,0,0
22118,2,1.0,0,1,1,1,6,1.5,3.0,3.0,1,300,7,0,9,0,1,1,1,1,1,1,0
22120,1,1.0,0,1,1,2,3,1.0,1.0,2.0,1,80,5,29,2,0,2,1,0,1,0,0,0
22121,1,1.0,1,1,1,2,2,1.0,1.0,1.0,1,80,2,13,28,1,1,1,1,1,0,1,0
22125,1,1.0,1,1,1,2,2,1.0,1.0,1.0,1,190,1,0,2,0,3,0,0,0,0,0,0
22126,1,1.0,0,1,1,2,2,1.0,1.0,1.0,1,62,1,5,28,1,3,1,0,1,1,0,0
22127,3,1.0,0,1,1,2,2,1.0,1.0,1.0,1,69,4,9,113,0,1,1,0,1,1,1,0
22130,4,0.0,0,0,1,1,8,3.5,3.0,4.0,1,1500,7,27,0,0,3,0,0,1,1,0,0
22131,2,0.6,0,1,1,2,2,1.0,1.0,1.0,1,75,1,0,3,1,3,1,1,1,1,1,0
22132,1,1.0,0,1,1,2,2,1.0,1.0,1.0,1,125,1,0,0,1,3,1,1,1,1,1,0
22133,3,0.9,0,1,1,2,1,1.0,1.0,1.0,2,45,7,1,10,0,1,1,0,0,1,0,0
22136,2,1.0,1,1,1,2,2,1.0,1.0,1.0,1,170,2,0,66,0,2,1,1,1,1,1,0
22137,1,1.0,0,1,1,2,2,1.0,1.0,1.0,1,60,2,0,7,0,2,1,1,1,1,1,0
22138,1,1.0,0,1,1,1,4,1.0,1.0,2.0,1,200,5,0,9,1,2,1,1,1,1,1,0
22139,2,1.0,0,0,1,2,2,1.0,1.0,1.0,1,100,2,16,1,0,2,1,1,0,1,1,0
22141,3,1.0,0,1,1,2,2,1.0,1.0,1.0,1,90,1,30,0,1,2,1,1,1,0,0,0
22144,3,1.0,1,1,1,3,1,1.0,1.0,1.0,2,55,2,0,4,0,1,1,1,1,1,1,0
22147,1,1.0,1,1,1,1,13,1.0,2.0,5.0,1,300,5,3,55,1,2,1,0,1,1,1,0
22149,1,1.0,0,0,1,2,2,1.0,1.0,1.0,1,75,3,1,28,1,2,1,1,1,1,1,0
22153,1,1.0,0,1,1,2,2,1.0,1.0,1.0,2,80,1,28,3,0,2,1,1,0,1,1,0
22155,3,1.0,0,1,1,1,4,1.0,1.0,2.0,1,150,5,10,18,0,2,1,1,1,1,0,0
22156,1,1.0,0,0,1,2,1,1.0,1.0,1.0,1,16,1,20,11,0,1,1,0,1,1,1,0
22157,2,1.0,0,1,1,2,1,1.0,1.0,1.0,1,58,5,2,45,0,1,1,0,0,0,0,0
22158,3,0.9,0,1,1,1,2,1.0,0.0,1.0,2,100,2,22,17,0,3,1,1,1,1,1,1
22159,3,1.0,0,1,1,1,2,1.0,0.0,1.0,2,135,2,0,2,0,2,1,0,1,1,0,0
22161,1,1.0,0,1,1,2,1,2.0,1.0,1.0,2,50,1,0,5,1,3,1,0,1,1,0,0
22162,1,1.0,1,1,1,1,4,1.0,1.0,1.0,1,180,1,15,13,0,2,1,1,1,1,1,0
22163,1,1.0,0,1,1,2,1,1.0,1.0,1.0,1,145,1,0,0,1,3,1,1,1,1,1,0
22164,1,1.0,1,1,1,3,2,1.0,1.0,1.0,2,72,1,7,106,1,3,1,1,1,1,0,0
22165,1,0.67,0,1,1,2,2,1.0,2.0,2.0,1,51,5,0,0,1,1,1,0,1,1,1,0
22166,1,1.0,0,1,1,2,1,1.0,1.0,1.0,1,75,1,19,95,0,2,1,1,0,0,1,0
22167,3,0.9,0,1,1,2,2,1.0,1.0,1.0,1,70,2,28,0,0,3,1,1,0,1,0,0
22168,4,0.4,0,1,1,1,8,1.0,3.0,4.0,1,206,2,25,2,1,2,1,0,0,1,0,0
22169,1,1.0,0,1,1,2,1,1.0,1.0,1.0,1,55,1,17,2,0,2,1,0,1,0,1,0
22170,1,1.0,1,1,1,2,2,1.0,1.0,1.0,1,120,3,3,214,1,2,1,1,1,0,0,0
22171,2,1.0,1,1,1,2,3,1.0,1.0,1.0,1,82,1,0,16,0,1,1,1,1,1,1,0
22172,3,0.5,0,1,1,2,1,1.0,1.0,1.0,1,33,10,0,0,1,3,1,0,1,0,1,0
22173,1,1.0,0,0,1,2,3,1.0,1.0,1.0,1,75,1,1,21,0,1,1,1,1,1,1,0
22174,1,1.0,0,0,1,2,2,2.0,1.0,1.0,1,100,1,8,4,1,2,1,0,0,1,1,0
22175,1,1.0,0,0,1,1,6,2.0,2.0,3.0,1,190,5,0,19,1,2,1,1,1,1,1,0
22176,4,0.0,0,1,1,1,2,1.0,0.0,1.0,1,80,2,0,4,0,3,1,1,1,1,0,0
22177,1,1.0,1,1,1,1,3,1.0,1.0,1.0,1,130,2,0,18,0,1,1,1,1,1,1,0
22178,2,1.0,0,0,1,1,3,1.0,1.0,1.0,1,99,1,4,30,0,2,1,1,1,1,0,0
22179,1,1.0,0,1,1,1,8,2.0,2.0,5.0,1,285,30,0,57,1,2,1,1,1,1,0,0
22180,1,1.0,1,1,1,1,4,1.0,1.0,2.0,1,190,3,3,72,1,2,1,0,1,1,0,0
22182,2,1.0,1,1,1,2,2,1.0,1.0,1.0,1,149,2,11,151,0,1,1,1,1,1,0,0
22183,1,1.0,1,1,1,2,2,1.0,1.0,1.0,1,99,3,7,66,1,1,1,1,1,1,1,0
22184,1,1.0,0,1,1,1,2,1.0,2.0,1.0,1,139,3,0,24,0,2,1,1,1,1,1,0
22186,1,1.0,1,1,1,1,4,1.0,1.0,1.0,1,120,3,0,32,0,2,1,1,1,1,1,0
22188,2,1.0,0,1,1,1,5,1.0,2.0,2.0,1,149,3,0,44,0,2,1,1,1,1,1,0
22189,1,1.0,0,1,1,1,5,2.0,3.0,3.0,1,290,1,10,40,0,2,1,1,1,1,1,0
22191,3,1.0,0,1,3,1,2,1.0,0.0,1.0,1,130,3,5,1,1,2,1,1,1,1,1,0
22193,1,1.0,0,1,1,1,2,1.0,1.0,1.0,1,135,2,0,6,1,3,1,1,0,1,0,0
22194,2,1.0,0,1,1,2,1,1.0,1.0,1.0,1,100,15,30,5,0,2,1,1,1,1,1,0
22195,4,0.46,0,1,1,2,1,1.0,1.0,1.0,1,50,2,30,7,0,2,1,0,0,1,1,0
22196,3,0.9,0,0,1,2,2,1.0,1.0,1.0,1,65,2,2,74,0,2,1,0,1,1,0,0
22197,2,1.0,0,1,1,1,6,1.0,1.0,2.0,1,110,5,5,0,1,3,1,1,1,1,1,1
22198,1,1.0,1,1,1,2,1,1.0,1.0,1.0,1,70,2,0,121,0,2,1,1,1,1,1,0
22199,2,1.0,1,1,1,1,3,1.0,1.0,1.0,1,150,2,4,19,0,1,1,1,1,1,1,0
22200,1,1.0,0,0,1,1,3,1.0,1.0,2.0,2,80,2,0,3,0,1,1,1,1,1,1,0
22202,1,1.0,1,1,1,2,2,1.0,1.0,1.0,1,80,2,5,44,1,2,1,1,1,1,1,0
22203,4,0.0,0,1,1,1,2,1.0,0.0,1.0,1,164,3,0,0,0,2,1,1,1,1,0,0
22204,1,1.0,0,1,1,1,6,1.0,2.0,3.0,1,217,2,24,2,0,1,1,0,1,1,0,0
22205,1,1.0,0,0,1,2,1,1.0,1.0,1.0,2,31,365,0,37,0,2,1,0,0,0,1,0
22206,1,1.0,0,0,1,2,2,1.0,1.0,1.0,1,70,3,5,18,1,1,1,1,1,1,1,0
22207,2,1.0,0,1,1,2,2,2.0,1.0,1.0,1,67,1,9,4,0,3,1,1,1,1,0,0
22208,3,0.76,0,1,1,1,4,1.0,2.0,2.0,1,130,2,16,0,0,2,1,1,1,1,1,0
22209,2,1.0,0,1,1,2,2,1.0,1.0,1.0,1,60,1,9,4,1,3,1,1,1,1,0,0
22211,1,0.98,0,1,1,2,3,1.0,1.0,1.0,1,55,1,10,63,1,2,1,1,1,1,1,0
22212,4,0.0,0,1,1,1,5,1.5,1.0,2.0,1,300,1,30,1,0,3,1,1,1,1,0,0
22213,2,0.9,0,0,1,1,2,1.0,1.0,1.0,1,72,3,0,9,1,1,1,0,1,1,1,0
22216,1,1.0,0,0,1,1,2,1.0,1.0,1.0,1,100,1,4,36,1,3,1,1,1,1,0,0
22217,3,0.75,0,1,1,1,2,1.0,1.0,1.0,1,144,29,3,10,1,1,1,1,1,1,1,0
22218,1,1.0,0,1,1,1,8,2.0,4.0,4.0,1,550,1,16,0,1,2,1,0,0,1,0,0
22219,1,1.0,0,1,1,2,1,1.0,1.0,1.0,1,69,21,0,2,0,2,1,1,1,1,0,0
22221,1,1.0,0,1,1,2,3,1.0,1.0,1.0,1,85,3,11,2,1,1,1,1,1,1,0,0
22222,3,0.8,0,0,1,2,2,1.0,1.0,1.0,1,75,1,24,23,0,2,1,1,0,1,1,0
22226,2,1.0,0,1,1,2,2,1.0,1.0,1.0,1,55,2,0,9,0,2,1,1,1,1,1,0
22227,1,1.0,1,1,1,2,2,1.0,1.0,1.0,1,89,1,1,33,0,1,1,0,1,1,1,0
22228,1,1.0,0,1,1,2,1,1.0,1.0,1.0,1,65,5,0,0,0,3,1,0,0,1,1,0
22229,2,1.0,0,1,1,1,12,3.0,3.0,6.0,1,600,2,4,7,1,1,1,1,1,1,0,0
22230,1,1.0,1,1,1,1,5,1.0,1.0,2.0,1,100,28,0,3,0,2,1,1,0,1,1,0
22231,2,1.0,0,1,1,2,2,1.0,1.0,1.0,1,50,3,15,68,0,1,1,0,1,0,1,0
22232,2,1.0,0,1,1,1,2,1.0,1.0,1.0,1,125,1,7,38,0,2,1,1,1,1,1,0
22234,1,1.0,1,1,1,2,2,1.0,1.0,1.0,1,80,2,21,26,1,2,1,1,1,1,1,0
22235,1,1.0,0,1,1,2,3,1.0,1.0,2.0,1,138,1,12,0,0,3,1,1,1,1,1,0
22236,2,1.0,0,1,1,1,8,1.5,2.0,3.0,1,226,3,5,3,0,3,1,1,1,1,0,0
22237,3,0.8,0,1,1,2,3,1.0,1.0,1.0,2,43,7,0,1,0,1,1,0,1,1,1,0
