,host_response_time,host_response_rate,host_is_superhost,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,minimum_nights,availability_30,number_of_reviews,instant_bookable,cancellation_policy,wifi,tv,ac,kitchen,hair_dryer,free_park
34541,1,1.0,0,1,1,2,2,1.0,1.0,1.0,1,150,1,23,3,0,3,1,1,1,1,1,0
34542,1,1.0,0,1,1,1,2,1.0,1.0,1.0,1,150,2,0,10,0,2,1,1,1,1,1,0
34543,2,1.0,0,1,1,2,2,1.0,1.0,1.0,1,85,2,7,17,0,2,1,0,1,0,0,0
34544,1,1.0,0,1,1,2,4,1.0,1.0,3.0,1,100,1,4,11,0,2,0,1,1,1,0,0
34545,2,1.0,0,1,1,2,2,1.0,1.0,1.0,1,135,2,6,53,0,2,1,0,1,0,0,0
34549,3,0.9,0,1,1,1,2,1.0,1.0,1.0,1,180,4,0,28,0,1,1,1,1,1,1,0
34550,1,1.0,1,1,1,2,2,1.0,1.0,1.0,1,85,2,1,28,0,2,1,0,1,1,0,0
34551,1,1.0,1,1,1,1,3,1.0,1.0,2.0,1,135,2,5,66,0,2,1,1,1,0,1,0
34553,1,1.0,0,1,1,2,2,1.0,1.0,1.0,1,75,2,12,195,0,2,1,1,1,0,1,0
34554,1,1.0,0,0,1,2,2,1.0,1.0,1.0,1,105,3,0,15,1,1,1,1,1,0,0,0
34555,1,1.0,1,1,1,2,2,2.0,1.0,1.0,1,55,1,19,19,0,2,1,1,1,1,1,0
34556,1,1.0,0,0,1,2,2,1.0,2.0,1.0,1,71,2,16,1,1,2,1,0,0,1,1,0
34557,1,1.0,1,1,1,2,1,1.0,1.0,1.0,1,55,2,17,5,1,1,1,0,1,1,1,0
34558,2,1.0,0,0,1,2,1,1.0,1.0,1.0,1,35,7,0,2,0,3,1,0,1,1,0,0
34559,3,1.0,0,1,1,2,2,1.0,1.0,1.0,1,59,5,0,12,1,1,1,1,0,1,0,0
34560,2,1.0,1,0,1,2,2,1.0,1.0,1.0,1,90,1,24,17,0,3,1,1,1,1,0,0
34563,1,1.0,0,0,1,1,4,1.0,2.0,2.0,1,150,2,12,0,0,2,1,0,1,1,1,0
34564,1,1.0,1,1,1,2,6,1.0,2.0,2.0,1,150,2,27,0,0,3,1,0,1,1,1,1
34565,1,1.0,0,0,1,1,6,1.0,2.0,4.0,1,159,2,2,31,1,2,1,1,1,1,1,0
34566,1,1.0,1,1,1,1,3,1.0,1.0,2.0,1,99,2,3,26,1,1,1,1,0,1,1,0
34567,2,1.0,0,0,1,1,3,1.0,0.0,1.0,1,100,2,0,7,0,3,1,1,1,1,1,0
34569,1,1.0,1,1,1,1,8,1.0,3.0,3.0,1,300,2,17,27,0,2,1,1,1,1,1,0
34570,1,0.89,0,1,1,3,1,1.0,1.0,1.0,1,35,1,22,47,0,3,1,0,1,1,0,0
34572,1,0.89,0,1,1,3,1,1.0,1.0,1.0,1,35,1,26,49,0,3,1,0,1,1,0,0
34573,1,1.0,0,0,1,2,2,1.0,1.0,2.0,1,51,3,20,3,1,2,1,1,1,1,1,1
34574,1,1.0,1,1,1,2,1,1.5,1.0,1.0,1,50,3,18,21,1,2,1,0,1,0,1,0
34575,1,1.0,1,1,1,2,2,1.5,1.0,1.0,1,70,3,9,56,0,2,1,1,1,1,1,0
34578,1,1.0,0,1,1,2,2,1.0,1.0,1.0,1,35,5,0,4,0,1,1,0,1,1,0,0
34579,1,1.0,1,1,1,2,2,1.5,1.0,2.0,1,70,4,23,2,0,2,1,0,1,0,1,0
34580,3,1.0,0,1,1,2,1,1.0,1.0,1.0,1,58,5,0,0,0,1,1,0,1,1,1,1
34581,3,0.75,0,0,1,2,1,1.0,1.0,1.0,1,45,2,0,1,0,2,1,0,1,1,0,0
34582,1,1.0,1,1,1,1,4,1.0,1.0,3.0,1,125,1,0,163,1,3,1,1,1,1,1,0
34583,1,1.0,0,1,1,1,5,1.0,0.0,2.0,1,87,1,5,76,1,1,1,1,1,1,0,0
34584,2,1.0,0,1,1,1,6,1.0,1.0,6.0,1,120,3,3,19,0,2,1,1,1,1,0,0
34585,2,1.0,0,1,1,1,4,1.0,1.0,1.0,1,135,1,3,28,1,2,1,1,1,1,1,0
34586,3,0.8,0,1,1,1,4,1.0,1.0,3.0,1,110,1,4,2,1,2,1,1,1,1,1,0
34587,1,1.0,0,0,1,1,8,1.0,3.0,5.0,1,199,3,4,71,0,2,1,1,1,1,1,1
34589,2,1.0,0,1,1,1,7,1.0,2.0,7.0,1,120,3,1,22,0,2,1,1,1,0,0,0
34590,1,1.0,1,1,1,1,6,1.5,3.0,3.0,1,245,5,11,2,0,2,1,1,1,1,1,0
34591,2,1.0,0,1,1,1,6,1.0,2.0,6.0,1,120,3,2,18,0,2,1,1,1,1,0,0
34592,1,1.0,1,1,1,3,1,1.5,1.0,2.0,1,40,3,28,8,0,2,1,0,1,0,1,0
34593,1,1.0,1,1,1,3,1,1.5,1.0,2.0,1,40,3,23,0,0,2,1,0,1,0,1,0
34594,1,0.9,0,1,1,1,5,1.0,1.0,3.0,1,129,110,0,7,1,2,1,1,1,1,1,0
34595,1,1.0,1,1,1,3,2,1.0,1.0,1.0,1,39,3,4,48,1,1,1,0,1,1,1,1
34596,1,1.0,1,1,1,2,2,1.5,1.0,1.0,1,59,3,9,50,0,2,1,1,1,1,1,0
34598,1,1.0,1,1,1,2,2,1.0,1.0,1.0,1,55,1,6,49,0,2,1,0,1,1,1,0
34599,4,0.0,0,0,1,2,2,1.0,1.0,1.0,1,100,3,30,0,0,3,0,0,0,0,0,0
34600,1,1.0,0,1,1,1,6,2.0,2.0,4.0,1,122,1,13,15,1,2,1,1,1,1,0,0
34601,1,0.8,0,1,1,1,4,1.0,1.0,2.0,1,103,1,3,8,1,2,1,1,1,1,1,0
34602,1,1.0,0,1,1,2,2,1.0,1.0,1.0,1,57,2,4,28,1,1,1,0,1,0,1,0
34603,1,1.0,1,1,1,1,4,1.0,2.0,2.0,1,195,3,7,77,0,1,1,1,1,1,1,0
34604,3,1.0,0,1,1,2,2,1.0,1.0,1.0,1,45,8,0,13,0,1,1,0,1,1,0,0
34605,2,1.0,1,0,1,2,2,1.0,1.0,1.0,1,48,2,0,41,0,1,1,0,1,1,0,0
34607,3,0.9,0,1,1,3,1,1.0,1.0,1.0,1,40,2,29,1,0,3,1,1,1,1,1,0
34609,2,1.0,1,1,1,1,2,1.0,1.0,1.0,1,139,4,14,38,0,2,1,1,1,1,0,0
34613,1,1.0,0,0,1,2,2,1.0,1.0,1.0,1,65,2,2,11,1,2,1,0,1,1,1,1
34614,1,1.0,0,1,1,1,4,1.0,1.0,3.0,1,128,1,3,5,1,2,1,1,1,1,1,0
34616,1,0.8,0,1,1,2,2,1.0,1.0,2.0,1,80,1,0,0,1,3,1,1,1,0,1,0
34618,1,0.88,0,1,1,2,1,1.0,1.0,1.0,1,50,2,0,16,0,3,1,1,1,1,0,0
34620,2,1.0,1,1,1,2,1,1.0,1.0,1.0,1,42,30,1,7,0,2,1,1,1,1,0,0
34621,1,1.0,0,1,1,1,4,1.0,0.0,1.0,1,300,4,0,4,1,3,1,0,1,1,1,0
34622,1,1.0,0,1,1,1,2,1.0,1.0,1.0,1,85,30,2,5,0,1,1,1,1,1,0,0
34623,1,1.0,0,0,1,2,2,1.0,1.0,1.0,1,99,1,16,7,1,3,1,1,1,1,0,0
34627,2,1.0,0,1,1,1,2,1.0,1.0,1.0,1,50,5,0,7,0,2,1,1,1,1,1,0
34628,3,1.0,0,1,1,2,2,1.0,1.0,1.0,1,60,7,0,1,0,2,1,1,1,1,0,0
34629,2,1.0,0,1,1,2,3,1.0,1.0,2.0,1,105,2,3,9,0,1,1,1,1,1,1,0
34630,4,0.1,0,1,1,2,1,1.0,1.0,1.0,1,43,10,0,7,0,3,1,0,1,1,0,1
34631,2,1.0,0,1,1,1,8,2.0,3.0,5.0,1,275,5,5,4,0,2,1,1,1,1,1,0
34632,1,1.0,0,0,1,2,2,1.0,1.0,1.0,1,60,2,0,8,0,3,1,0,1,1,1,1
34634,2,1.0,0,1,1,1,5,1.0,1.0,2.0,1,150,2,6,58,0,1,1,1,1,1,0,0
34635,1,1.0,0,1,1,1,2,1.0,1.0,1.0,1,105,2,3,134,1,1,1,1,1,1,1,0
34636,1,1.0,0,1,1,2,2,1.0,1.0,1.0,1,60,1,0,3,1,2,1,0,1,1,0,0
34637,1,1.0,1,1,1,2,2,1.0,1.0,1.0,1,70,3,4,72,1,1,1,1,1,0,1,0
34638,1,1.0,0,1,1,2,1,1.0,1.0,1.0,2,30,5,0,1,0,1,1,0,1,1,0,0
34639,3,1.0,0,1,1,1,2,1.0,0.0,1.0,1,100,3,3,6,0,2,1,1,1,1,0,0
34640,1,1.0,0,1,1,2,3,1.0,1.0,1.0,1,120,1,11,9,1,1,1,0,1,1,1,0
34641,4,0.0,0,1,1,2,1,1.0,1.0,1.0,1,86,1,30,1,0,2,1,0,1,1,1,1
34642,2,0.9,0,1,1,3,1,1.0,1.0,1.0,1,64,6,25,5,0,2,1,0,1,1,0,0
34645,1,1.0,0,0,1,2,4,1.0,1.0,1.0,1,65,1,12,1,1,1,1,1,1,1,1,0
34648,4,0.4,0,0,1,2,1,1.0,1.0,1.0,1,80,1,30,0,0,3,0,0,0,0,0,0
34652,1,0.88,0,1,1,1,4,1.0,1.0,1.0,1,105,2,0,9,0,1,1,1,1,1,0,0
34653,2,1.0,0,1,1,2,2,1.0,1.0,1.0,1,55,3,0,9,1,2,1,1,1,1,1,1
34654,4,0.1,0,1,1,2,1,1.0,1.0,1.0,1,39,10,0,10,0,1,1,0,1,1,0,1
34655,1,0.89,0,1,1,3,1,1.0,1.0,1.0,1,35,1,0,29,0,3,1,0,1,1,0,0
34656,2,0.9,0,1,1,1,4,1.0,1.0,1.0,1,119,1,4,0,1,2,1,1,1,1,1,0
34657,1,1.0,0,1,1,1,8,2.0,3.0,5.0,1,99,1,5,61,1,2,1,1,1,1,1,0
34658,1,1.0,1,1,1,1,3,1.0,1.0,2.0,1,69,1,1,68,1,2,1,1,1,1,0,0
34661,1,1.0,0,1,1,2,3,1.0,1.0,2.0,2,70,2,14,3,0,1,1,1,1,1,1,0
34662,2,1.0,0,1,1,2,2,1.0,1.0,1.0,2,35,3,0,9,0,1,1,0,1,1,0,0
34663,3,1.0,0,1,1,2,2,1.5,1.0,1.0,1,99,6,0,1,0,2,1,1,0,0,0,0
34664,1,1.0,0,1,1,1,4,1.0,1.0,2.0,1,119,2,6,61,0,2,1,1,1,1,1,1
34666,1,1.0,0,0,1,2,2,1.0,1.0,1.0,1,80,2,0,2,1,3,1,0,0,1,1,0
34668,1,0.95,0,1,1,1,6,1.0,1.0,3.0,1,110,1,4,8,1,3,1,1,1,0,1,0
34671,1,1.0,0,0,1,1,4,1.0,1.0,1.0,1,75,3,2,4,0,1,1,1,1,1,1,0
34672,1,1.0,0,0,1,2,2,1.0,1.0,1.0,1,70,2,8,6,0,3,1,0,0,1,1,0
34673,1,0.89,0,1,1,3,1,1.0,1.0,1.0,1,35,1,22,51,0,3,1,0,1,1,0,0
34674,2,1.0,0,1,1,2,2,1.0,1.0,1.0,1,85,2,15,47,0,2,1,1,1,1,1,0
34675,1,1.0,0,1,1,2,1,1.0,1.0,1.0,1,55,1,1,0,0,2,1,0,1,0,1,0
34676,1,1.0,1,1,1,2,2,1.5,1.0,1.0,1,75,2,15,89,0,2,1,1,1,1,1,0
34677,1,1.0,1,1,1,1,4,1.0,1.0,2.0,1,165,6,14,28,0,2,1,1,1,1,1,0
34678,1,1.0,0,1,1,2,2,1.0,1.0,1.0,1,99,3,4,27,1,2,1,1,1,1,1,0
34680,1,0.75,0,0,1,2,2,1.0,1.0,2.0,1,120,1,24,0,0,2,1,0,1,1,1,0
34681,1,1.0,0,1,1,2,2,1.0,1.0,1.0,1,75,2,24,15,0,3,1,1,1,0,0,0
34682,1,0.8,1,1,1,2,4,1.0,1.0,2.0,1,69,3,0,21,0,3,1,1,1,1,0,0
34685,2,1.0,0,1,1,2,2,1.0,1.0,1.0,1,40,6,0,0,0,1,1,0,1,1,0,0
34687,2,1.0,0,1,1,2,2,1.0,1.0,1.0,1,50,1,0,6,0,3,1,1,1,0,0,0
34688,3,0.9,0,1,3,2,1,1.0,1.0,1.0,1,40,14,13,6,1,2,1,0,0,1,0,0
34689,1,1.0,0,1,1,1,3,1.0,1.0,2.0,1,99,1,0,48,1,2,1,1,1,1,0,0
34691,3,0.7,0,1,1,1,8,1.0,3.0,4.0,1,115,2,4,2,0,2,1,1,1,1,1,0
34692,1,1.0,0,1,1,2,2,1.0,1.0,1.0,1,85,2,10,224,0,2,1,1,1,0,1,0
34693,1,1.0,0,1,1,2,3,1.0,1.0,2.0,1,95,1,14,1,1,3,0,0,1,1,0,0
34694,1,0.9,0,1,1,2,2,1.0,2.0,1.0,1,65,2,0,20,1,3,1,1,1,1,0,0
34695,1,1.0,0,1,1,2,2,1.0,1.0,1.0,1,50,1,9,3,1,1,1,0,1,1,1,0
34696,1,1.0,0,0,1,1,8,2.0,3.0,5.0,1,225,3,8,6,0,2,1,1,1,1,1,1
34697,1,1.0,0,1,1,2,4,1.0,2.0,2.0,1,50,1,9,1,0,2,1,0,1,1,1,0
34698,1,1.0,0,0,1,2,2,1.0,1.0,1.0,1,75,1,21,14,1,3,1,1,1,1,0,0
34699,1,1.0,0,1,1,1,5,1.0,2.0,3.0,1,120,5,25,12,1,2,1,1,1,1,1,0
34700,4,0.0,0,1,1,2,1,1.5,1.0,1.0,1,60,3,0,3,0,1,1,0,0,0,0,0
34701,2,1.0,0,0,3,1,4,1.0,1.0,1.0,1,175,2,23,2,1,3,1,1,0,1,0,1
34702,2,1.0,1,1,1,2,8,2.0,5.0,8.0,1,60,1,10,34,0,3,1,0,0,1,0,0
34703,1,1.0,0,1,1,2,2,4.0,1.0,1.0,1,75,1,5,20,1,3,1,1,1,1,1,0
34704,2,1.0,0,0,1,2,2,1.0,1.0,1.0,1,65,3,17,58,0,1,1,1,1,0,1,0
34705,1,1.0,0,1,1,2,2,1.0,1.0,1.0,1,45,2,0,7,0,3,1,0,1,1,0,0
34706,1,1.0,0,1,1,2,2,1.0,1.0,1.0,1,45,3,26,2,0,3,0,0,0,1,0,0
34708,1,1.0,0,1,1,2,2,4.0,1.0,1.0,1,75,1,1,9,1,3,1,1,1,1,1,0
34709,1,1.0,0,0,1,2,4,1.0,1.0,1.0,1,50,5,25,1,1,3,0,0,1,1,0,0
34710,1,1.0,0,1,1,2,2,4.0,1.0,1.0,1,75,1,0,20,1,3,1,1,1,1,1,0
34711,2,1.0,0,1,1,2,2,1.0,1.0,1.0,1,55,3,22,6,0,1,1,1,1,0,1,0
34712,3,1.0,0,0,3,3,1,1.0,1.0,1.0,2,69,4,23,0,1,3,0,1,0,1,0,0
34713,1,1.0,0,1,1,2,2,4.0,1.0,1.0,1,50,1,17,14,1,3,1,1,1,1,1,0
34714,1,1.0,0,0,1,2,2,1.0,1.0,2.0,1,80,1,0,0,0,1,1,0,1,1,0,0
34715,3,0.8,0,1,1,2,2,1.0,1.0,1.0,1,37,4,2,69,0,2,1,1,0,0,0,0
34716,1,1.0,0,0,1,2,3,1.0,1.0,1.0,1,40,2,21,6,1,3,0,0,1,1,0,0
34717,1,1.0,0,0,1,2,2,1.0,1.0,1.0,1,65,3,29,0,0,2,1,1,1,1,1,0
34718,1,1.0,0,0,1,2,2,1.0,1.0,1.0,1,38,2,19,15,1,3,1,0,1,1,0,0
34719,2,1.0,0,1,1,2,1,1.0,1.0,1.0,1,50,2,6,69,0,1,1,1,1,0,1,0
34720,2,1.0,0,1,1,2,1,1.0,1.0,1.0,1,48,2,14,88,0,1,1,1,1,0,1,0
34721,3,1.0,0,1,1,3,1,1.0,1.0,1.0,1,61,7,28,0,1,2,0,0,0,1,0,1
34722,1,1.0,0,0,1,2,2,1.0,1.0,1.0,1,40,3,25,3,1,3,0,0,1,1,0,0
34723,2,0.8,0,0,1,2,2,1.0,1.0,1.0,1,85,1,29,1,0,3,1,1,1,1,1,0
34724,1,1.0,0,0,1,2,3,1.0,1.0,1.0,1,43,2,23,15,0,3,1,0,1,1,0,0
34725,1,1.0,1,1,1,2,2,1.0,1.0,1.0,1,110,3,15,54,1,1,1,1,1,1,1,0
34726,1,1.0,1,0,1,2,2,1.0,2.0,1.0,2,100,3,10,2,0,2,1,1,1,1,1,0
34730,3,0.83,0,0,1,2,1,1.0,1.0,1.0,1,128,2,8,3,0,2,1,1,1,1,1,0
34731,2,1.0,0,0,1,2,5,1.0,1.0,3.0,1,170,1,5,0,0,2,1,1,1,1,0,0
34732,2,1.0,0,1,1,2,2,1.0,1.0,1.0,1,178,10,0,1,1,3,1,0,1,0,0,0
34733,1,1.0,0,0,1,2,2,1.0,1.0,1.0,1,130,1,0,5,1,1,1,0,1,1,1,0
34734,1,1.0,0,1,1,2,2,1.0,1.0,1.0,1,200,2,22,3,1,3,1,1,1,1,1,1
34735,2,1.0,0,1,1,2,2,1.0,1.0,1.0,1,160,7,0,1,0,2,1,0,1,0,0,0
34736,3,0.9,0,1,1,2,2,2.0,1.0,1.0,1,84,4,0,39,0,2,1,1,1,1,0,0
34738,1,1.0,0,0,1,1,2,1.0,1.0,1.0,1,100,1,16,2,1,2,1,0,1,1,1,0
34739,3,1.0,0,1,1,1,2,1.0,0.0,1.0,1,134,1,0,0,1,3,1,0,1,1,1,0
34740,1,1.0,0,1,1,1,2,1.0,0.0,1.0,1,125,5,0,2,1,2,1,1,1,1,1,0
34741,1,0.9,0,0,1,1,3,1.0,0.0,1.0,1,155,9,13,6,1,2,1,1,1,1,0,0
34742,1,1.0,0,1,1,1,1,1.0,1.0,2.0,1,169,1,0,0,1,3,1,1,1,1,0,0
34743,1,1.0,0,1,1,1,3,1.0,0.0,1.0,1,210,4,15,20,0,1,1,0,1,1,1,0
34744,2,1.0,1,1,1,1,4,1.0,0.0,3.0,1,150,4,2,54,0,2,1,1,1,1,1,0
34745,3,0.7,1,1,1,1,3,1.0,1.0,2.0,1,178,2,0,47,0,1,1,1,1,1,1,0
34746,2,1.0,0,1,1,1,2,1.0,0.0,1.0,1,145,1,2,30,0,1,1,0,1,0,1,0
34747,1,1.0,0,1,1,1,6,1.0,2.0,3.0,1,180,1,1,8,0,2,1,0,1,1,0,0
34748,1,0.9,0,1,1,1,5,2.0,1.0,4.0,1,199,1,4,46,0,2,1,1,1,1,1,0
34749,3,0.9,0,1,1,1,3,1.0,1.0,2.0,1,183,10,0,53,1,2,1,1,1,1,1,0
34750,2,1.0,0,1,1,1,2,1.0,1.0,1.0,1,75,3,2,9,0,3,1,1,1,1,1,0
34752,1,1.0,0,1,1,1,2,1.0,1.0,1.0,1,150,2,0,2,0,2,1,1,1,1,0,0
34753,1,0.9,0,1,1,1,5,2.0,2.0,2.0,1,345,7,25,1,1,3,1,1,1,1,1,0
34754,2,1.0,0,0,3,1,1,1.0,0.0,1.0,1,85,10,0,2,0,2,1,0,0,1,1,0
34755,4,0.43,0,1,1,1,2,1.0,2.0,1.0,1,300,1,0,0,0,3,1,1,1,1,0,0
34757,1,1.0,1,1,1,1,2,1.0,1.0,1.0,1,239,3,7,26,0,3,1,1,1,1,1,0
34759,2,0.92,0,1,1,1,10,2.0,4.0,4.0,1,575,2,21,0,0,2,1,1,1,1,1,1
34761,3,1.0,0,1,1,1,3,1.0,1.0,1.0,1,120,3,0,9,0,1,1,1,1,1,1,0
34762,1,1.0,0,1,1,1,4,1.0,1.0,1.0,1,120,3,0,26,0,1,1,1,1,1,1,0
34763,2,1.0,0,1,1,1,3,1.0,1.0,1.0,1,170,5,0,46,0,1,1,1,1,1,1,0
34764,1,1.0,0,1,1,1,2,1.0,1.0,2.0,1,219,4,1,106,0,2,1,1,1,1,1,0
34765,1,1.0,0,1,1,1,8,2.0,2.0,5.0,1,400,3,2,2,1,1,1,1,1,1,1,0
34766,1,1.0,0,1,1,1,8,1.0,2.0,4.0,1,250,1,0,0,0,2,1,1,1,1,1,0
34774,4,0.44,0,1,1,1,4,1.0,1.0,2.0,1,219,14,0,4,0,2,1,0,1,1,0,0
34775,3,0.8,0,0,1,1,4,1.0,1.0,2.0,1,175,1,5,89,0,2,1,1,1,1,0,0
34776,1,1.0,0,1,1,2,1,1.0,1.0,1.0,1,120,2,0,5,1,1,1,0,1,1,0,0
34777,2,1.0,0,1,1,3,1,1.0,1.0,1.0,2,43,1,2,28,0,2,1,1,1,1,1,0
34780,2,1.0,0,1,1,2,1,1.0,1.0,1.0,1,95,4,0,20,0,2,1,1,1,1,1,0
34783,1,1.0,0,0,1,1,2,1.0,1.0,1.0,1,115,4,3,5,0,3,1,0,1,1,1,0
34784,2,1.0,0,0,1,1,2,1.0,1.0,1.0,1,80,10,0,27,1,2,1,1,1,1,1,0
34785,2,1.0,1,1,1,1,2,1.0,1.0,1.0,1,149,1,0,86,0,2,1,1,1,1,1,0
34786,1,1.0,0,0,1,1,2,1.0,1.0,2.0,1,119,6,1,0,0,1,0,0,1,1,0,0
34787,1,1.0,0,1,1,1,2,1.0,0.0,1.0,1,100,5,3,17,1,3,1,0,1,1,0,0
34788,2,1.0,0,1,1,1,7,2.0,3.0,3.0,1,169,3,5,17,1,2,1,1,1,1,1,0
34789,1,1.0,0,0,1,1,4,1.0,1.0,1.0,1,125,1,5,89,0,2,1,1,1,1,0,1
34790,1,1.0,0,1,1,1,4,1.0,0.0,2.0,1,150,1,2,91,1,2,1,1,1,1,1,0
34791,1,1.0,0,0,1,1,3,1.0,1.0,1.0,1,162,1,1,28,0,2,1,1,1,1,1,0
34792,3,0.5,0,0,1,1,2,1.0,0.0,1.0,1,120,1,5,8,0,3,1,1,1,1,1,0
34794,2,1.0,0,1,1,1,2,1.0,1.0,1.0,1,100,2,0,2,0,1,1,0,1,1,1,0
34795,2,1.0,0,0,1,1,2,1.0,0.0,1.0,1,150,2,1,27,0,1,1,0,1,1,0,0
34797,1,1.0,0,1,1,1,2,1.0,0.0,1.0,1,70,7,0,2,0,2,1,0,0,1,0,0
34803,2,1.0,0,0,1,1,3,1.0,1.0,1.0,1,120,3,0,10,0,2,1,1,1,1,1,0
34804,1,1.0,1,1,1,3,2,1.0,1.0,2.0,1,55,2,6,17,0,1,1,1,1,1,1,1
34805,1,0.98,1,0,1,3,1,1.0,1.0,1.0,1,71,2,28,104,0,1,1,1,1,1,1,0
34806,1,1.0,1,0,1,2,1,1.0,1.0,1.0,1,139,3,6,13,1,2,1,1,1,0,0,0
34807,1,1.0,0,0,1,2,2,1.0,1.0,1.0,1,100,1,11,8,1,1,1,1,1,1,1,0
34808,2,1.0,0,1,1,2,2,1.0,1.0,1.0,1,85,2,6,16,0,2,1,0,1,1,1,0
34811,2,1.0,0,1,1,2,3,1.0,1.0,2.0,2,80,1,1,98,0,3,1,1,1,1,1,0
34813,3,1.0,0,1,1,2,2,1.0,1.0,1.0,1,65,2,12,0,0,1,1,1,0,1,0,0
34814,1,0.86,0,1,1,2,2,1.0,1.0,1.0,1,80,2,3,17,0,2,1,0,1,1,0,0
34816,1,1.0,0,1,1,2,1,1.0,2.0,1.0,1,55,15,1,0,0,3,1,1,1,1,1,0
34817,4,0.0,0,1,1,2,2,1.0,1.0,1.0,1,175,4,24,3,0,3,1,0,1,1,1,0
34818,2,1.0,0,1,1,2,2,1.0,1.0,1.0,1,110,2,0,4,0,2,1,1,1,1,0,0
34819,1,0.86,0,1,1,2,2,1.0,1.0,1.0,1,80,2,9,2,0,2,1,0,1,1,1,0
34820,2,0.9,0,1,1,1,4,1.0,1.0,2.0,1,100,1,2,123,0,2,1,1,1,1,0,0
34821,1,1.0,0,0,1,1,4,1.0,1.0,3.0,1,199,1,3,4,1,2,1,1,1,1,1,0
34822,1,1.0,0,1,1,1,3,1.0,1.0,1.0,1,185,2,0,5,1,2,1,1,1,1,1,0
34823,2,0.92,0,0,1,1,6,1.0,2.0,3.0,1,188,2,12,19,1,2,1,1,1,1,0,0
34824,1,1.0,0,1,1,1,2,1.0,0.0,1.0,1,125,2,3,11,0,2,1,1,1,1,0,0
34825,1,1.0,0,1,1,1,4,1.0,1.0,2.0,1,275,2,8,3,1,1,1,1,1,1,1,0
34826,1,1.0,1,1,1,1,6,1.0,2.0,3.0,1,290,2,0,94,1,1,1,1,1,1,1,0
34827,1,1.0,0,1,1,1,5,2.0,1.0,3.0,1,250,2,11,19,1,2,1,1,1,1,1,0
34828,1,1.0,0,1,1,1,6,1.0,2.0,3.0,1,200,1,0,3,0,2,1,0,1,1,0,0
34829,1,1.0,0,1,1,1,4,1.5,1.0,3.0,1,250,2,0,1,1,3,1,1,1,1,1,0
34830,2,1.0,0,1,1,1,2,1.0,0.0,1.0,1,98,1,1,5,0,1,1,1,1,1,0,0
34832,1,1.0,0,1,1,1,2,1.0,1.0,2.0,1,105,5,0,9,0,3,1,0,1,1,1,0
34833,3,1.0,0,0,1,1,4,1.0,2.0,2.0,1,225,4,2,15,0,1,1,1,1,1,0,0
34834,2,1.0,0,1,1,1,6,1.0,3.0,3.0,1,479,2,12,2,0,2,1,1,1,1,1,0
34835,4,0.0,0,0,1,1,2,1.0,1.0,1.0,1,250,1,30,0,1,3,0,0,0,0,0,0
34836,1,1.0,0,1,1,1,2,1.0,0.0,1.0,1,180,2,0,13,0,2,1,1,1,1,1,0
34837,1,1.0,0,1,1,1,14,4.0,5.0,8.0,1,1126,2,0,25,0,2,1,1,1,1,1,0
34840,1,1.0,0,1,1,1,4,1.0,0.0,1.0,1,165,2,0,13,0,2,1,1,1,1,0,0
34843,2,1.0,0,1,1,1,3,1.0,1.0,1.0,1,110,3,0,20,0,1,1,1,0,1,0,0
34851,3,0.75,0,1,1,1,6,1.0,2.0,2.0,1,250,2,20,9,0,2,1,1,1,1,0,0
34852,3,0.67,0,1,1,1,4,1.0,2.0,2.0,1,199,2,1,21,0,2,1,1,1,1,1,0
34853,1,1.0,1,1,1,3,3,1.0,1.0,1.0,2,99,1,7,121,1,2,1,1,1,1,0,0
34854,1,1.0,1,0,1,2,2,1.0,1.0,1.0,1,175,3,3,13,1,2,1,1,1,1,1,0
34855,1,1.0,0,1,1,2,2,1.0,1.0,1.0,1,100,2,0,23,0,2,1,0,1,1,1,0
34856,1,1.0,0,1,1,2,1,1.0,1.0,1.0,1,75,1,0,11,0,1,1,0,1,1,0,0
34857,2,1.0,0,1,1,2,1,1.0,1.0,1.0,1,45,1,0,5,0,3,1,0,0,1,1,0
34858,2,1.0,0,1,1,2,2,1.0,0.0,1.0,1,200,2,23,10,0,1,1,1,1,1,0,0
34859,1,1.0,1,1,1,1,4,1.0,2.0,3.0,2,200,2,7,62,1,2,1,0,1,1,1,0
34860,1,1.0,0,1,1,1,4,2.0,2.0,2.0,1,250,6,0,0,1,1,1,1,1,1,1,0
34862,2,1.0,0,1,1,1,10,2.0,4.0,4.0,1,350,4,0,4,0,3,1,1,1,1,1,0
34865,2,1.0,0,1,1,2,2,1.0,1.0,1.0,1,160,3,7,16,0,2,0,1,1,1,0,0
34867,3,0.89,0,1,1,1,2,1.0,1.0,1.0,1,145,3,16,1,0,3,1,1,1,1,0,0
34868,1,1.0,0,1,1,1,1,1.0,0.0,1.0,1,250,1,0,13,1,3,0,0,0,1,0,0
34869,1,0.92,0,1,1,1,9,3.5,4.0,4.0,1,299,3,22,1,1,2,1,1,1,1,1,0
34870,1,1.0,0,0,1,1,2,1.0,1.0,1.0,1,115,2,2,14,0,3,1,1,0,1,0,0
34871,2,1.0,1,1,1,1,5,2.5,2.0,2.0,1,795,4,0,11,1,2,1,1,1,1,1,0
34872,3,1.0,0,1,1,1,3,1.0,1.0,1.0,1,175,3,0,39,0,2,1,1,1,1,0,0
